,corpus,model,topic,rater,intrusion,confidence
2784,wikitext,dvae,19,39,1,1
2785,wikitext,dvae,19,41,1,1
2786,wikitext,dvae,19,57,1,1
2787,wikitext,dvae,19,62,1,1
2788,wikitext,dvae,19,71,1,1
2789,wikitext,dvae,19,72,1,1
2790,wikitext,dvae,19,76,1,1
2791,wikitext,dvae,19,85,1,1
2792,wikitext,dvae,19,86,0,1
2793,wikitext,dvae,19,89,1,0
2794,wikitext,dvae,19,90,1,1
2795,wikitext,dvae,19,92,1,1
2796,wikitext,dvae,19,95,1,1
2797,wikitext,dvae,19,99,1,1
2798,wikitext,dvae,19,100,1,1
2799,wikitext,dvae,19,106,1,1
2800,wikitext,dvae,19,111,1,1
2801,wikitext,dvae,19,112,1,1
2802,wikitext,dvae,19,115,1,1
2803,wikitext,dvae,19,116,0,0
2804,wikitext,dvae,19,118,1,1
2805,wikitext,dvae,19,124,1,1
2806,wikitext,dvae,19,135,0,1
2807,wikitext,dvae,19,136,0,0
2808,wikitext,dvae,19,138,1,1
2809,wikitext,dvae,19,145,1,1
2810,wikitext,dvae,19,148,1,1
2811,wikitext,dvae,19,150,0,1
2812,wikitext,dvae,19,151,0,1
2813,wikitext,dvae,19,153,1,1
2814,wikitext,dvae,19,154,1,1
2815,wikitext,dvae,19,156,1,1
2816,wikitext,dvae,19,158,0,0
2817,wikitext,dvae,29,2,1,1
2818,wikitext,dvae,29,3,1,1
2819,wikitext,dvae,29,10,1,1
2820,wikitext,dvae,29,11,1,1
2821,wikitext,dvae,29,14,1,1
2822,wikitext,dvae,29,17,1,1
2823,wikitext,dvae,29,19,1,1
2824,wikitext,dvae,29,24,1,1
2825,wikitext,dvae,29,25,1,1
2826,wikitext,dvae,29,26,1,1
2827,wikitext,dvae,29,29,1,1
2828,wikitext,dvae,29,35,1,1
2829,wikitext,dvae,29,37,1,1
2830,wikitext,dvae,29,45,1,1
2831,wikitext,dvae,29,50,1,1
2832,wikitext,dvae,29,54,1,1
2833,wikitext,dvae,29,55,1,1
2834,wikitext,dvae,29,59,0,1
2835,wikitext,dvae,29,61,1,1
2836,wikitext,dvae,29,64,1,1
2837,wikitext,dvae,29,65,1,1
2838,wikitext,dvae,29,69,1,0
2839,wikitext,dvae,29,70,1,1
2840,wikitext,dvae,29,72,1,1
2841,wikitext,dvae,29,74,1,1
2842,wikitext,dvae,29,88,1,1
2843,wikitext,dvae,29,92,1,1
2844,wikitext,dvae,29,96,1,1
2845,wikitext,dvae,29,101,0,1
2846,wikitext,dvae,29,106,1,1
2847,wikitext,dvae,29,113,1,1
2848,wikitext,dvae,29,115,1,1
2849,wikitext,dvae,29,116,1,1
2850,wikitext,dvae,29,118,1,1
2851,wikitext,dvae,29,119,1,1
2852,wikitext,dvae,29,125,1,1
2853,wikitext,dvae,29,126,1,1
2854,wikitext,dvae,29,129,1,1
2855,wikitext,dvae,29,130,1,1
2856,wikitext,dvae,29,139,1,0
2857,wikitext,dvae,29,143,1,1
2858,wikitext,dvae,29,148,0,1
2859,wikitext,dvae,29,149,1,1
2860,wikitext,dvae,29,151,1,1
2861,wikitext,dvae,17,0,1,0
2862,wikitext,dvae,17,3,1,0
2863,wikitext,dvae,17,7,1,0
2864,wikitext,dvae,17,14,1,0
2865,wikitext,dvae,17,18,1,1
2866,wikitext,dvae,17,19,1,0
2867,wikitext,dvae,17,23,0,0
2868,wikitext,dvae,17,33,1,1
2869,wikitext,dvae,17,47,1,0
2870,wikitext,dvae,17,55,1,0
2871,wikitext,dvae,17,59,1,1
2872,wikitext,dvae,17,67,1,1
2873,wikitext,dvae,17,72,0,1
2874,wikitext,dvae,17,76,1,0
2875,wikitext,dvae,17,82,1,1
2876,wikitext,dvae,17,84,1,0
2877,wikitext,dvae,17,87,1,1
2878,wikitext,dvae,17,88,1,1
2879,wikitext,dvae,17,90,0,0
2880,wikitext,dvae,17,95,1,0
2881,wikitext,dvae,17,96,1,1
2882,wikitext,dvae,17,100,1,0
2883,wikitext,dvae,17,105,1,0
2884,wikitext,dvae,17,128,0,1
2885,wikitext,dvae,17,131,0,0
2886,wikitext,dvae,17,137,1,1
2887,wikitext,dvae,17,138,1,0
2888,wikitext,dvae,17,143,1,0
2889,wikitext,dvae,17,149,1,1
2890,wikitext,dvae,17,151,1,0
2891,wikitext,dvae,38,2,0,0
2892,wikitext,dvae,38,4,1,1
2893,wikitext,dvae,38,6,0,0
2894,wikitext,dvae,38,7,1,0
2895,wikitext,dvae,38,8,1,0
2896,wikitext,dvae,38,14,0,1
2897,wikitext,dvae,38,16,0,0
2898,wikitext,dvae,38,18,0,1
2899,wikitext,dvae,38,20,1,0
2900,wikitext,dvae,38,28,0,0
2901,wikitext,dvae,38,37,1,0
2902,wikitext,dvae,38,40,1,0
2903,wikitext,dvae,38,44,0,1
2904,wikitext,dvae,38,47,0,0
2905,wikitext,dvae,38,57,0,0
2906,wikitext,dvae,38,65,0,1
2907,wikitext,dvae,38,66,1,1
2908,wikitext,dvae,38,71,0,1
2909,wikitext,dvae,38,72,0,1
2910,wikitext,dvae,38,73,1,0
2911,wikitext,dvae,38,76,0,0
2912,wikitext,dvae,38,79,0,1
2913,wikitext,dvae,38,85,0,1
2914,wikitext,dvae,38,93,0,1
2915,wikitext,dvae,38,94,1,0
2916,wikitext,dvae,38,95,0,0
2917,wikitext,dvae,38,96,0,0
2918,wikitext,dvae,38,99,0,1
2919,wikitext,dvae,38,106,0,0
2920,wikitext,dvae,38,111,0,1
2921,wikitext,dvae,38,117,0,1
2922,wikitext,dvae,38,121,1,0
2923,wikitext,dvae,38,122,1,0
2924,wikitext,dvae,38,127,1,1
2925,wikitext,dvae,38,133,1,1
2926,wikitext,dvae,38,134,1,1
2927,wikitext,dvae,38,135,1,1
2928,wikitext,dvae,38,139,1,0
2929,wikitext,dvae,38,140,1,1
2930,wikitext,dvae,38,143,0,1
2931,wikitext,dvae,38,144,1,1
2932,wikitext,dvae,38,145,1,0
2933,wikitext,dvae,38,146,0,1
2934,wikitext,dvae,38,147,1,1
2935,wikitext,dvae,38,148,0,1
2936,wikitext,dvae,38,153,1,1
2937,wikitext,dvae,38,155,0,0
2938,wikitext,dvae,20,2,1,0
2939,wikitext,dvae,20,3,1,0
2940,wikitext,dvae,20,10,1,1
2941,wikitext,dvae,20,20,1,0
2942,wikitext,dvae,20,21,1,0
2943,wikitext,dvae,20,24,1,1
2944,wikitext,dvae,20,25,1,0
2945,wikitext,dvae,20,33,1,0
2946,wikitext,dvae,20,34,1,1
2947,wikitext,dvae,20,41,0,0
2948,wikitext,dvae,20,48,1,1
2949,wikitext,dvae,20,52,0,0
2950,wikitext,dvae,20,53,0,0
2951,wikitext,dvae,20,59,0,0
2952,wikitext,dvae,20,60,0,1
2953,wikitext,dvae,20,63,0,0
2954,wikitext,dvae,20,70,0,1
2955,wikitext,dvae,20,71,0,0
2956,wikitext,dvae,20,77,0,1
2957,wikitext,dvae,20,80,1,1
2958,wikitext,dvae,20,83,0,0
2959,wikitext,dvae,20,84,0,0
2960,wikitext,dvae,20,92,1,1
2961,wikitext,dvae,20,96,1,1
2962,wikitext,dvae,20,98,0,1
2963,wikitext,dvae,20,99,1,1
2964,wikitext,dvae,20,101,0,1
2965,wikitext,dvae,20,106,0,0
2966,wikitext,dvae,20,108,1,1
2967,wikitext,dvae,20,111,1,1
2968,wikitext,dvae,20,117,1,1
2969,wikitext,dvae,20,119,1,1
2970,wikitext,dvae,20,126,1,1
2971,wikitext,dvae,20,129,1,0
2972,wikitext,dvae,20,133,1,1
2973,wikitext,dvae,20,136,0,0
2974,wikitext,dvae,20,142,1,1
2975,wikitext,dvae,20,143,1,0
2976,wikitext,dvae,20,147,1,1
2977,wikitext,dvae,20,154,1,1
2978,wikitext,dvae,45,0,0,0
2979,wikitext,dvae,45,6,1,1
2980,wikitext,dvae,45,10,1,1
2981,wikitext,dvae,45,11,1,0
2982,wikitext,dvae,45,12,1,0
2983,wikitext,dvae,45,23,1,0
2984,wikitext,dvae,45,24,1,0
2985,wikitext,dvae,45,27,1,0
2986,wikitext,dvae,45,30,1,0
2987,wikitext,dvae,45,31,1,1
2988,wikitext,dvae,45,36,1,1
2989,wikitext,dvae,45,37,1,1
2990,wikitext,dvae,45,38,0,1
2991,wikitext,dvae,45,40,1,0
2992,wikitext,dvae,45,42,0,0
2993,wikitext,dvae,45,43,1,1
2994,wikitext,dvae,45,48,1,1
2995,wikitext,dvae,45,58,0,1
2996,wikitext,dvae,45,61,1,1
2997,wikitext,dvae,45,65,1,0
2998,wikitext,dvae,45,81,1,0
2999,wikitext,dvae,45,91,0,1
3000,wikitext,dvae,45,92,0,0
3001,wikitext,dvae,45,94,1,1
3002,wikitext,dvae,45,99,1,1
3003,wikitext,dvae,45,104,1,1
3004,wikitext,dvae,45,109,1,1
3005,wikitext,dvae,45,112,1,1
3006,wikitext,dvae,45,114,1,1
3007,wikitext,dvae,45,124,0,0
3008,wikitext,dvae,45,128,0,0
3009,wikitext,dvae,45,130,1,1
3010,wikitext,dvae,45,134,1,1
3011,wikitext,dvae,45,136,0,0
3012,wikitext,dvae,45,138,0,0
3013,wikitext,dvae,45,152,0,1
3014,wikitext,dvae,45,156,0,0
3015,wikitext,dvae,45,159,0,0
3016,wikitext,dvae,42,2,1,1
3017,wikitext,dvae,42,3,1,0
3018,wikitext,dvae,42,5,1,1
3019,wikitext,dvae,42,16,1,1
3020,wikitext,dvae,42,18,0,1
3021,wikitext,dvae,42,20,1,1
3022,wikitext,dvae,42,24,1,1
3023,wikitext,dvae,42,27,1,1
3024,wikitext,dvae,42,28,1,1
3025,wikitext,dvae,42,29,1,1
3026,wikitext,dvae,42,32,1,1
3027,wikitext,dvae,42,33,1,1
3028,wikitext,dvae,42,35,1,1
3029,wikitext,dvae,42,37,1,1
3030,wikitext,dvae,42,38,1,1
3031,wikitext,dvae,42,42,1,1
3032,wikitext,dvae,42,43,1,1
3033,wikitext,dvae,42,45,1,1
3034,wikitext,dvae,42,47,1,1
3035,wikitext,dvae,42,57,1,1
3036,wikitext,dvae,42,60,1,1
3037,wikitext,dvae,42,61,1,1
3038,wikitext,dvae,42,64,1,1
3039,wikitext,dvae,42,66,1,1
3040,wikitext,dvae,42,67,1,1
3041,wikitext,dvae,42,68,1,1
3042,wikitext,dvae,42,74,1,1
3043,wikitext,dvae,42,78,1,1
3044,wikitext,dvae,42,83,1,1
3045,wikitext,dvae,42,90,1,1
3046,wikitext,dvae,42,92,1,1
3047,wikitext,dvae,42,94,1,1
3048,wikitext,dvae,42,101,1,1
3049,wikitext,dvae,42,103,1,1
3050,wikitext,dvae,42,104,1,1
3051,wikitext,dvae,42,107,1,1
3052,wikitext,dvae,42,108,1,1
3053,wikitext,dvae,42,110,1,1
3054,wikitext,dvae,42,112,1,1
3055,wikitext,dvae,42,114,1,1
3056,wikitext,dvae,42,118,1,1
3057,wikitext,dvae,42,124,1,1
3058,wikitext,dvae,42,125,1,1
3059,wikitext,dvae,42,128,1,1
3060,wikitext,dvae,42,132,1,1
3061,wikitext,dvae,42,133,1,1
3062,wikitext,dvae,42,135,1,1
3063,wikitext,dvae,42,139,1,1
3064,wikitext,dvae,42,140,1,1
3065,wikitext,dvae,42,141,1,1
3066,wikitext,dvae,42,152,1,1
3067,wikitext,dvae,42,154,1,1
3068,wikitext,dvae,42,158,1,1
3069,wikitext,dvae,13,4,1,1
3070,wikitext,dvae,13,6,0,1
3071,wikitext,dvae,13,7,0,1
3072,wikitext,dvae,13,10,0,1
3073,wikitext,dvae,13,12,1,1
3074,wikitext,dvae,13,13,0,0
3075,wikitext,dvae,13,19,0,0
3076,wikitext,dvae,13,23,0,0
3077,wikitext,dvae,13,24,1,0
3078,wikitext,dvae,13,28,0,0
3079,wikitext,dvae,13,29,1,1
3080,wikitext,dvae,13,42,1,1
3081,wikitext,dvae,13,49,1,1
3082,wikitext,dvae,13,50,1,1
3083,wikitext,dvae,13,51,1,1
3084,wikitext,dvae,13,60,1,1
3085,wikitext,dvae,13,62,1,1
3086,wikitext,dvae,13,65,1,1
3087,wikitext,dvae,13,74,1,1
3088,wikitext,dvae,13,77,1,1
3089,wikitext,dvae,13,80,0,0
3090,wikitext,dvae,13,82,1,1
3091,wikitext,dvae,13,84,0,1
3092,wikitext,dvae,13,87,1,1
3093,wikitext,dvae,13,93,1,1
3094,wikitext,dvae,13,99,0,1
3095,wikitext,dvae,13,102,0,1
3096,wikitext,dvae,13,103,0,1
3097,wikitext,dvae,13,109,0,1
3098,wikitext,dvae,13,116,0,1
3099,wikitext,dvae,13,117,0,1
3100,wikitext,dvae,13,119,0,1
3101,wikitext,dvae,13,122,0,1
3102,wikitext,dvae,13,128,1,1
3103,wikitext,dvae,13,132,0,1
3104,wikitext,dvae,13,137,0,1
3105,wikitext,dvae,13,139,0,0
3106,wikitext,dvae,13,140,0,1
3107,wikitext,dvae,13,143,0,0
3108,wikitext,dvae,13,150,0,1
3109,wikitext,dvae,13,157,0,1
3110,wikitext,dvae,8,0,1,1
3111,wikitext,dvae,8,3,1,1
3112,wikitext,dvae,8,11,1,1
3113,wikitext,dvae,8,15,1,1
3114,wikitext,dvae,8,16,1,1
3115,wikitext,dvae,8,19,1,1
3116,wikitext,dvae,8,21,1,1
3117,wikitext,dvae,8,28,1,0
3118,wikitext,dvae,8,29,1,1
3119,wikitext,dvae,8,31,1,1
3120,wikitext,dvae,8,40,1,1
3121,wikitext,dvae,8,44,0,1
3122,wikitext,dvae,8,47,1,0
3123,wikitext,dvae,8,52,0,1
3124,wikitext,dvae,8,53,1,1
3125,wikitext,dvae,8,56,1,1
3126,wikitext,dvae,8,59,1,1
3127,wikitext,dvae,8,60,1,1
3128,wikitext,dvae,8,64,1,1
3129,wikitext,dvae,8,73,0,1
3130,wikitext,dvae,8,75,1,1
3131,wikitext,dvae,8,76,1,1
3132,wikitext,dvae,8,77,1,1
3133,wikitext,dvae,8,79,0,1
3134,wikitext,dvae,8,80,1,1
3135,wikitext,dvae,8,83,0,1
3136,wikitext,dvae,8,85,1,1
3137,wikitext,dvae,8,98,1,1
3138,wikitext,dvae,8,103,1,1
3139,wikitext,dvae,8,112,1,1
3140,wikitext,dvae,8,113,1,1
3141,wikitext,dvae,8,120,1,1
3142,wikitext,dvae,8,124,1,1
3143,wikitext,dvae,8,130,1,1
3144,wikitext,dvae,8,135,1,1
3145,wikitext,dvae,8,139,1,1
3146,wikitext,dvae,8,143,1,1
3147,wikitext,dvae,8,145,1,1
3148,wikitext,dvae,8,148,1,1
3149,wikitext,dvae,8,150,0,1
3150,wikitext,dvae,8,158,1,1
3151,wikitext,dvae,32,8,1,0
3152,wikitext,dvae,32,16,1,0
3153,wikitext,dvae,32,22,1,1
3154,wikitext,dvae,32,23,1,1
3155,wikitext,dvae,32,28,1,0
3156,wikitext,dvae,32,30,1,1
3157,wikitext,dvae,32,32,0,0
3158,wikitext,dvae,32,33,1,0
3159,wikitext,dvae,32,36,1,1
3160,wikitext,dvae,32,41,0,0
3161,wikitext,dvae,32,43,1,1
3162,wikitext,dvae,32,47,1,1
3163,wikitext,dvae,32,48,1,0
3164,wikitext,dvae,32,49,0,0
3165,wikitext,dvae,32,53,1,0
3166,wikitext,dvae,32,54,1,1
3167,wikitext,dvae,32,56,1,1
3168,wikitext,dvae,32,60,1,1
3169,wikitext,dvae,32,64,0,1
3170,wikitext,dvae,32,75,0,0
3171,wikitext,dvae,32,76,1,1
3172,wikitext,dvae,32,81,1,0
3173,wikitext,dvae,32,83,1,1
3174,wikitext,dvae,32,87,1,0
3175,wikitext,dvae,32,90,1,1
3176,wikitext,dvae,32,91,1,1
3177,wikitext,dvae,32,92,1,1
3178,wikitext,dvae,32,93,1,1
3179,wikitext,dvae,32,95,1,1
3180,wikitext,dvae,32,96,0,1
3181,wikitext,dvae,32,97,1,1
3182,wikitext,dvae,32,100,1,1
3183,wikitext,dvae,32,101,1,1
3184,wikitext,dvae,32,103,1,1
3185,wikitext,dvae,32,107,1,1
3186,wikitext,dvae,32,109,1,1
3187,wikitext,dvae,32,113,1,1
3188,wikitext,dvae,32,116,1,1
3189,wikitext,dvae,32,117,1,1
3190,wikitext,dvae,32,118,1,0
3191,wikitext,dvae,32,133,1,0
3192,wikitext,dvae,32,138,1,1
3193,wikitext,dvae,32,139,1,0
3194,wikitext,dvae,32,141,1,1
3195,wikitext,dvae,32,154,1,1
3196,wikitext,dvae,32,157,1,0
3197,wikitext,dvae,32,158,0,0
3198,wikitext,dvae,44,6,1,1
3199,wikitext,dvae,44,11,0,1
3200,wikitext,dvae,44,13,1,0
3201,wikitext,dvae,44,20,1,0
3202,wikitext,dvae,44,21,1,1
3203,wikitext,dvae,44,24,1,0
3204,wikitext,dvae,44,28,1,1
3205,wikitext,dvae,44,29,1,1
3206,wikitext,dvae,44,30,1,1
3207,wikitext,dvae,44,34,1,1
3208,wikitext,dvae,44,38,1,1
3209,wikitext,dvae,44,46,1,1
3210,wikitext,dvae,44,50,1,1
3211,wikitext,dvae,44,54,1,1
3212,wikitext,dvae,44,58,1,1
3213,wikitext,dvae,44,60,1,1
3214,wikitext,dvae,44,62,1,1
3215,wikitext,dvae,44,63,1,1
3216,wikitext,dvae,44,69,1,1
3217,wikitext,dvae,44,72,1,1
3218,wikitext,dvae,44,76,1,1
3219,wikitext,dvae,44,81,0,1
3220,wikitext,dvae,44,82,1,1
3221,wikitext,dvae,44,85,0,1
3222,wikitext,dvae,44,86,0,1
3223,wikitext,dvae,44,87,0,1
3224,wikitext,dvae,44,88,0,1
3225,wikitext,dvae,44,91,1,1
3226,wikitext,dvae,44,92,1,1
3227,wikitext,dvae,44,94,0,1
3228,wikitext,dvae,44,95,0,1
3229,wikitext,dvae,44,97,1,1
3230,wikitext,dvae,44,108,1,1
3231,wikitext,dvae,44,110,1,1
3232,wikitext,dvae,44,113,0,1
3233,wikitext,dvae,44,114,0,1
3234,wikitext,dvae,44,119,1,1
3235,wikitext,dvae,44,122,1,1
3236,wikitext,dvae,44,123,1,1
3237,wikitext,dvae,44,127,1,1
3238,wikitext,dvae,44,128,1,1
3239,wikitext,dvae,44,129,1,1
3240,wikitext,dvae,44,131,1,1
3241,wikitext,dvae,44,133,1,1
3242,wikitext,dvae,44,138,1,1
3243,wikitext,dvae,44,139,1,1
3244,wikitext,dvae,44,141,1,1
3245,wikitext,dvae,44,144,1,1
3246,wikitext,dvae,44,147,1,1
3247,wikitext,dvae,44,148,1,1
3248,wikitext,dvae,44,151,1,1
3249,wikitext,dvae,44,153,1,1
3250,wikitext,dvae,44,155,1,1
3251,wikitext,dvae,34,1,1,1
3252,wikitext,dvae,34,6,1,1
3253,wikitext,dvae,34,10,1,1
3254,wikitext,dvae,34,12,1,1
3255,wikitext,dvae,34,16,1,1
3256,wikitext,dvae,34,18,1,0
3257,wikitext,dvae,34,20,1,0
3258,wikitext,dvae,34,23,1,0
3259,wikitext,dvae,34,24,0,0
3260,wikitext,dvae,34,25,0,1
3261,wikitext,dvae,34,26,1,1
3262,wikitext,dvae,34,35,0,1
3263,wikitext,dvae,34,38,0,1
3264,wikitext,dvae,34,39,1,1
3265,wikitext,dvae,34,42,1,1
3266,wikitext,dvae,34,51,1,1
3267,wikitext,dvae,34,69,1,1
3268,wikitext,dvae,34,78,1,1
3269,wikitext,dvae,34,83,0,1
3270,wikitext,dvae,34,87,1,1
3271,wikitext,dvae,34,88,1,1
3272,wikitext,dvae,34,94,0,1
3273,wikitext,dvae,34,99,1,1
3274,wikitext,dvae,34,119,1,1
3275,wikitext,dvae,34,123,0,1
3276,wikitext,dvae,34,126,0,1
3277,wikitext,dvae,34,127,0,1
3278,wikitext,dvae,34,132,0,1
3279,wikitext,dvae,34,133,0,1
3280,wikitext,dvae,34,135,0,1
3281,wikitext,dvae,34,138,1,0
3282,wikitext,dvae,34,147,1,1
3283,wikitext,dvae,34,153,1,1
3284,wikitext,dvae,34,154,1,1
3285,wikitext,dvae,33,4,1,1
3286,wikitext,dvae,33,8,0,0
3287,wikitext,dvae,33,15,1,1
3288,wikitext,dvae,33,17,0,1
3289,wikitext,dvae,33,22,0,1
3290,wikitext,dvae,33,25,1,1
3291,wikitext,dvae,33,30,0,1
3292,wikitext,dvae,33,39,0,1
3293,wikitext,dvae,33,41,1,0
3294,wikitext,dvae,33,42,0,1
3295,wikitext,dvae,33,43,1,1
3296,wikitext,dvae,33,46,1,1
3297,wikitext,dvae,33,47,1,1
3298,wikitext,dvae,33,52,1,1
3299,wikitext,dvae,33,54,1,1
3300,wikitext,dvae,33,61,1,1
3301,wikitext,dvae,33,62,0,1
3302,wikitext,dvae,33,72,0,1
3303,wikitext,dvae,33,73,1,1
3304,wikitext,dvae,33,76,1,0
3305,wikitext,dvae,33,78,1,1
3306,wikitext,dvae,33,85,1,1
3307,wikitext,dvae,33,90,1,1
3308,wikitext,dvae,33,95,0,1
3309,wikitext,dvae,33,104,1,0
3310,wikitext,dvae,33,115,1,0
3311,wikitext,dvae,33,119,1,1
3312,wikitext,dvae,33,120,1,1
3313,wikitext,dvae,33,126,1,1
3314,wikitext,dvae,33,129,1,0
3315,wikitext,dvae,33,133,1,0
3316,wikitext,dvae,33,137,1,1
3317,wikitext,dvae,33,142,1,0
3318,wikitext,dvae,33,145,1,1
3319,wikitext,dvae,1,4,1,1
3320,wikitext,dvae,1,6,1,0
3321,wikitext,dvae,1,15,1,1
3322,wikitext,dvae,1,16,1,0
3323,wikitext,dvae,1,24,1,0
3324,wikitext,dvae,1,25,1,1
3325,wikitext,dvae,1,26,0,1
3326,wikitext,dvae,1,28,0,0
3327,wikitext,dvae,1,29,1,0
3328,wikitext,dvae,1,33,1,0
3329,wikitext,dvae,1,36,1,0
3330,wikitext,dvae,1,39,1,0
3331,wikitext,dvae,1,40,1,1
3332,wikitext,dvae,1,45,1,0
3333,wikitext,dvae,1,57,1,0
3334,wikitext,dvae,1,59,1,1
3335,wikitext,dvae,1,87,0,0
3336,wikitext,dvae,1,88,1,1
3337,wikitext,dvae,1,93,0,1
3338,wikitext,dvae,1,103,0,1
3339,wikitext,dvae,1,104,1,1
3340,wikitext,dvae,1,106,0,0
3341,wikitext,dvae,1,108,0,0
3342,wikitext,dvae,1,113,0,1
3343,wikitext,dvae,1,114,1,1
3344,wikitext,dvae,1,116,0,1
3345,wikitext,dvae,1,117,1,1
3346,wikitext,dvae,1,119,1,1
3347,wikitext,dvae,1,121,1,1
3348,wikitext,dvae,1,124,1,1
3349,wikitext,dvae,1,135,0,1
3350,wikitext,dvae,1,138,0,1
3351,wikitext,dvae,1,144,1,0
3352,wikitext,dvae,1,145,1,1
3353,wikitext,dvae,1,156,1,1
3354,wikitext,dvae,1,157,1,1
3355,wikitext,dvae,1,158,0,0
3356,wikitext,dvae,35,5,1,0
3357,wikitext,dvae,35,10,1,1
3358,wikitext,dvae,35,11,1,1
3359,wikitext,dvae,35,17,1,1
3360,wikitext,dvae,35,22,1,1
3361,wikitext,dvae,35,25,1,1
3362,wikitext,dvae,35,26,1,1
3363,wikitext,dvae,35,33,1,1
3364,wikitext,dvae,35,35,1,1
3365,wikitext,dvae,35,38,1,1
3366,wikitext,dvae,35,41,1,1
3367,wikitext,dvae,35,44,1,0
3368,wikitext,dvae,35,45,1,1
3369,wikitext,dvae,35,47,1,1
3370,wikitext,dvae,35,54,1,1
3371,wikitext,dvae,35,57,1,1
3372,wikitext,dvae,35,64,0,0
3373,wikitext,dvae,35,65,1,0
3374,wikitext,dvae,35,66,1,1
3375,wikitext,dvae,35,70,1,1
3376,wikitext,dvae,35,72,1,1
3377,wikitext,dvae,35,74,1,1
3378,wikitext,dvae,35,75,1,1
3379,wikitext,dvae,35,84,0,1
3380,wikitext,dvae,35,91,1,1
3381,wikitext,dvae,35,97,1,1
3382,wikitext,dvae,35,102,1,0
3383,wikitext,dvae,35,104,1,1
3384,wikitext,dvae,35,110,1,1
3385,wikitext,dvae,35,118,1,1
3386,wikitext,dvae,35,123,1,0
3387,wikitext,dvae,35,130,1,1
3388,wikitext,dvae,35,147,1,1
3389,wikitext,dvae,35,150,0,1
3390,wikitext,dvae,6,7,1,1
3391,wikitext,dvae,6,9,1,1
3392,wikitext,dvae,6,11,1,1
3393,wikitext,dvae,6,13,1,0
3394,wikitext,dvae,6,15,1,1
3395,wikitext,dvae,6,21,1,1
3396,wikitext,dvae,6,26,1,1
3397,wikitext,dvae,6,28,1,1
3398,wikitext,dvae,6,33,1,1
3399,wikitext,dvae,6,34,1,1
3400,wikitext,dvae,6,35,1,1
3401,wikitext,dvae,6,39,1,1
3402,wikitext,dvae,6,48,1,1
3403,wikitext,dvae,6,50,1,1
3404,wikitext,dvae,6,61,1,1
3405,wikitext,dvae,6,71,1,1
3406,wikitext,dvae,6,73,1,1
3407,wikitext,dvae,6,82,1,1
3408,wikitext,dvae,6,83,1,1
3409,wikitext,dvae,6,84,1,1
3410,wikitext,dvae,6,86,1,1
3411,wikitext,dvae,6,96,1,1
3412,wikitext,dvae,6,98,1,1
3413,wikitext,dvae,6,100,1,1
3414,wikitext,dvae,6,103,1,1
3415,wikitext,dvae,6,105,0,1
3416,wikitext,dvae,6,107,1,1
3417,wikitext,dvae,6,114,1,1
3418,wikitext,dvae,6,116,0,1
3419,wikitext,dvae,6,121,1,1
3420,wikitext,dvae,6,123,1,1
3421,wikitext,dvae,6,125,1,1
3422,wikitext,dvae,6,126,1,1
3423,wikitext,dvae,6,131,1,0
3424,wikitext,dvae,6,136,0,0
3425,wikitext,dvae,6,137,1,1
3426,wikitext,dvae,6,138,1,1
3427,wikitext,dvae,6,139,1,1
3428,wikitext,dvae,6,141,1,1
3429,wikitext,dvae,6,142,1,1
3430,wikitext,dvae,6,146,1,1
3431,wikitext,dvae,6,147,1,1
3432,wikitext,dvae,6,159,1,1
3433,wikitext,dvae,4,3,1,0
3434,wikitext,dvae,4,6,1,1
3435,wikitext,dvae,4,10,1,1
3436,wikitext,dvae,4,13,1,0
3437,wikitext,dvae,4,15,1,1
3438,wikitext,dvae,4,17,1,1
3439,wikitext,dvae,4,23,1,0
3440,wikitext,dvae,4,25,1,1
3441,wikitext,dvae,4,26,1,1
3442,wikitext,dvae,4,32,1,1
3443,wikitext,dvae,4,38,0,0
3444,wikitext,dvae,4,44,1,0
3445,wikitext,dvae,4,47,0,0
3446,wikitext,dvae,4,51,0,0
3447,wikitext,dvae,4,56,0,0
3448,wikitext,dvae,4,58,1,1
3449,wikitext,dvae,4,59,0,0
3450,wikitext,dvae,4,62,1,0
3451,wikitext,dvae,4,66,1,1
3452,wikitext,dvae,4,71,0,0
3453,wikitext,dvae,4,78,0,1
3454,wikitext,dvae,4,82,1,1
3455,wikitext,dvae,4,88,0,1
3456,wikitext,dvae,4,89,1,0
3457,wikitext,dvae,4,91,0,0
3458,wikitext,dvae,4,92,1,1
3459,wikitext,dvae,4,95,1,0
3460,wikitext,dvae,4,103,0,0
3461,wikitext,dvae,4,105,1,0
3462,wikitext,dvae,4,108,0,1
3463,wikitext,dvae,4,110,1,1
3464,wikitext,dvae,4,115,0,0
3465,wikitext,dvae,4,116,1,0
3466,wikitext,dvae,4,119,1,1
3467,wikitext,dvae,4,127,1,0
3468,wikitext,dvae,4,128,0,0
3469,wikitext,dvae,4,135,1,1
3470,wikitext,dvae,4,138,1,0
3471,wikitext,dvae,4,140,1,1
3472,wikitext,dvae,4,141,1,0
3473,wikitext,dvae,4,145,1,1
3474,wikitext,dvae,4,149,1,1
3475,wikitext,dvae,4,152,1,0
3476,wikitext,dvae,4,158,1,0
3477,wikitext,dvae,48,0,0,1
3478,wikitext,dvae,48,2,0,0
3479,wikitext,dvae,48,4,0,1
3480,wikitext,dvae,48,8,0,0
3481,wikitext,dvae,48,12,0,0
